Polyref	CX	CY	Type	Area	Country Designation
24177	1104	4785	57	208	-1
24178	5445	4749	1	1	-1
24179	5733	4749	27	1	-1
24180	6276	4752	57	6	-1
24181	8387	4749	10	1	-1
24182	343	4759	15	38	3
24183	784	4751	17	390	3
24184	6531	4759	24	419	1
24185	8389	4750	10	2	-1
24186	1050	4791	57	7036	-1
24187	5736	4751	27	1	-1
24188	6498	4752	40	3	-1
24189	8392	4751	10	4	-1
24190	6588	4755	24	110	1
24191	340	4753	15	1	3
24192	937	4780	17	75	3
24193	5739	4753	27	1	-1
24194	6201	4762	57	40	-1
24195	8354	4754	10	2	-1
24196	8397	4753	10	2	-1
24197	5443	4754	1	1	-1
24198	8408	4757	10	18	-1
24199	5742	4755	27	1	-1
24200	8421	4755	32	1	-1
24201	6494	4780	40	89	-1
24202	8423	4756	32	1	-1
24203	5761	4767	27	43	-1
24204	5970	4761	10	9	-1
24205	8425	4757	32	2	-1
24206	8428	4758	32	1	-1
24207	5441	4759	1	1	-1
24208	6587	4759	20	2	-1
24209	8430	4759	32	1	-1
24210	6606	5227	1	1262	-1
24211	8443	4836	32	26154	-1
24212	8432	4760	32	1	-1
24213	8929	4760	57	1	-1
24214	5297	4761	12	1	-1
24215	6609	4767	24	148	1
24216	8477	4787	0	382	-1
24217	8419	4761	32	1	-1
24218	6228	4769	24	229	1
24219	6199	4818	0	321	-1
24220	8424	4763	32	1	-1
24221	8439	4763	32	1	-1
24222	436	4769	12	22	-1
24223	5296	4764	12	1	-1
24224	6645	4769	57	8	-1
24225	6826	4785	11	397	-1
24226	5275	4806	12	148	-1
24227	5427	4766	1	1	-1
24228	9220	4766	52	1	-1
24229	7018	4793	12	172	-1
24230	8926	4767	57	1	-1
24231	9124	4767	57	1	-1
24232	6841	4785	4	705	-1
24233	7002	4826	52	542	-1
24234	8925	4769	57	1	-1
24235	5969	4774	10	8	-1
24236	6230	4785	20	5741	-1
24237	8924	4772	57	4	-1
24238	5437	4773	11	4	-1
24239	6196	4820	4	204	-1
24240	6377	4787	57	474	-1
24241	9122	4772	57	1	-1
24242	1002	4794	17	117	3
24243	6275	4775	40	4	-1
24244	6353	4855	6	27214	-1
24245	6540	4778	21	156	-1
24246	8922	4776	57	1	-1
24247	1633	4785	57	16	-1
24248	5435	4777	11	1	-1
24249	5771	4778	57	8	-1
24250	9120	4777	57	1	-1
24251	9222	4778	12	2	-1
24252	5735	4911	4	34516	-1
24253	6274	4780	40	4	-1
24254	8890	4846	57	197	-1
24255	447	4779	12	1	-1
24256	5434	4779	11	1	-1
24257	489	4802	12	159	-1
24258	6532	4784	24	160	1
24259	6531	4780	20	2	-1
24260	9119	4780	57	1	-1
24261	5433	4782	11	2	-1
24262	6562	4805	22	106	-1
24263	6571	4781	57	8	-1
24264	5968	4786	10	8	-1
24265	6249	4791	24	151	1
24266	6518	4771	20	2405	-1
24267	6590	4782	57	7	-1
24268	6594	4782	40	1	-1
24269	6636	4785	57	36	-1
24270	9118	4782	57	1	-1
24271	9223	4782	12	1	-1
24272	6271	4795	40	25	-1
24273	6553	4795	1	26	-1
24274	6606	4783	57	7	-1
24275	315	4789	17	10	3
24276	5432	4784	11	1	-1
24277	1470	4786	57	36	-1
24278	1497	4786	57	17	-1
24279	5766	4789	57	11	-1
24280	9117	4785	50	1	-1
24281	5431	4786	11	1	-1
24282	6970	4793	44	193	-1
24283	6491	4787	57	1	-1
24284	8434	4794	44	193	-1
24285	9116	4787	57	1	-1
24286	1447	4788	57	1	-1
24287	5430	4788	11	1	-1
24288	9116	4788	50	1	-1
24289	1440	4789	57	3	-1
24290	1370	4800	50	261	-1
24291	1422	4791	57	42	-1
24292	5429	4790	11	1	-1
24293	9115	4790	50	1	-1
24294	5416	4791	1	1	-1
24295	1410	4793	50	15	-1
24296	1447	4865	50	27672	-1
24297	1537	4792	57	5	-1
24298	1571	4795	57	13	-1
24299	5428	4792	11	1	-1
24300	1543	4793	57	3	-1
24301	5415	4793	1	1	-1
24302	6380	4782	57	341	-1
24303	9120	4793	50	1	-1
24304	9225	4794	12	3	-1
24305	1546	4794	57	2	-1
24306	1608	4801	57	67	-1
24307	5416	4817	11	60	-1
24308	9123	4794	50	1	-1
24309	307	4798	17	6	3
24310	1550	4795	57	1	-1
24311	5967	4798	10	6	-1
24312	6888	4798	12	423	-1
24313	9125	4795	50	2	-1
24314	6502	4797	40	1	-1
24315	6829	4875	16	4158	3
24316	6924	4798	52	109	-1
24317	9131	4797	50	2	-1
24318	6510	4798	40	2	-1
24319	6533	4799	0	59	-1
24320	9029	4841	6	79493	-1
24321	9134	4798	50	2	-1
24322	6504	4872	10	15544	-1
24323	6518	4799	40	2	-1
24324	6925	4874	10	22958	-1
24325	9137	4799	50	2	-1
24326	9214	4972	12	666	-1
24327	6518	4803	40	121	-1
24328	6548	4800	40	4	-1
24329	6853	4806	57	46	-1
24330	9140	4800	50	2	-1
24331	935	4802	17	2	3
24332	9143	4801	50	2	-1
24333	298	4809	17	14	3
24334	9146	4802	50	1	-1
24335	6507	4803	57	1	-1
24336	9149	4803	50	1	-1
24337	1620	4804	57	1	-1
24338	1572	4871	12	614	-1
24339	6517	4804	57	2	-1
24340	1618	4805	57	1	-1
24341	6527	4805	57	3	-1
24342	6578	4938	1	400	-1
24343	8348	4812	44	193	-1
24344	1616	4806	57	1	-1
24345	1577	4860	52	206	-1
24346	1929	4808	50	4	-1
24347	6537	4806	57	4	-1
24348	6548	4809	50	12	-1
24349	1622	4812	57	8	-1
24350	5966	4810	10	5	-1
24351	8913	4808	57	2	-1
24352	6268	4811	40	4	-1
24353	8916	4809	57	2	-1
24354	1012	4813	40	70	-1
24355	1332	4838	57	297	-1
24356	8919	4810	57	2	-1
24357	9227	4852	52	70	-1
24358	8922	4811	57	2	-1
24359	1325	4841	50	304	-1
24360	8925	4812	57	1	-1
24361	994	4795	16	7596	3
24362	8928	4813	57	1	-1
24363	687	4814	57	1	-1
24364	6267	4816	40	4	-1
24365	8931	4814	57	1	-1
24366	8934	4815	57	1	-1
24367	9229	4825	12	22	-1
24368	8937	4816	57	1	-1
24369	292	4817	17	1	3
24370	8940	4817	57	1	-1
24371	290	4819	15	2	3
24372	1052	4818	40	2	-1
24373	8642	4821	57	11	-1
24374	8943	4818	57	1	-1
24375	1060	4822	40	21	-1
24376	6261	4847	40	87	-1
24377	8945	4819	57	2	-1
24378	5965	4822	10	5	-1
24379	6549	4825	50	11	-1
24380	8585	4822	32	28	-1
24381	8948	4820	57	2	-1
24382	8951	4821	57	2	-1
24383	6199	4849	57	122	-1
24384	6211	4822	40	8	-1
24385	8702	4825	17	53	3
24386	8954	4822	57	1	-1
24387	287	4823	15	1	3
24388	6236	4824	40	34	-1
24389	8957	4823	57	1	-1
24390	5411	4824	1	1	-1
24391	8610	4829	0	165	-1
24392	8599	4825	57	13	-1
24393	8960	4824	57	1	-1
24394	8558	4832	44	193	-1
24395	8963	4825	57	1	-1
24396	953	4854	52	274	-1
24397	5410	4826	1	1	-1
24398	7107	4827	12	186	-1
24399	8749	4864	11	3321	-1
24400	8966	4826	57	1	-1
24401	385	4837	17	83	3
24402	944	4852	12	938	-1
24403	8595	4830	32	86	-1
24404	8610	4827	57	3	-1
24405	8969	4827	57	1	-1
24406	5409	4828	1	1	-1
24407	5511	4861	12	131	-1
24408	5521	4873	26	2497	-1
24409	7109	4830	26	239	-1
24410	8615	4828	57	2	-1
24411	8639	4828	57	1	-1
24412	8694	4832	57	21	-1
24413	8972	4828	57	1	-1
24414	9456	4835	44	193	-1
24415	1047	4840	16	636	3
24416	1605	4830	57	3	-1
24417	8975	4829	57	1	-1
24418	1206	4856	0	785	-1
24419	1103	4830	50	2	-1
24420	5408	4830	1	1	-1
24421	8638	4830	57	1	-1
24422	8978	4830	57	1	-1
24423	517	4888	57	11594	-1
24424	1094	4833	40	7	-1
24425	1108	4831	50	3	-1
24426	8981	4831	57	1	-1
24427	683	4832	15	1	3
24428	1083	4838	40	16	-1
24429	1112	4832	50	2	-1
24430	5407	4832	1	1	-1
24431	8870	4858	0	246	-1
24432	8983	4832	57	2	-1
24433	1308	4944	50	43019	-1
24434	1117	4833	50	3	-1
24435	5964	4834	10	3	-1
24436	8623	4834	57	77	-1
24437	8986	4833	57	1	-1
24438	1121	4834	50	3	-1
24439	8688	4841	44	193	-1
24440	8989	4834	57	1	-1
24441	1126	4835	50	3	-1
24442	8721	4835	17	1	3
24443	8992	4835	57	1	-1
24444	1130	4836	50	4	-1
24445	8723	4836	17	1	3
24446	8995	4836	57	1	-1
24447	1135	4837	50	3	-1
24448	8732	4840	17	15	3
24449	8998	4837	57	1	-1
24450	1220	4857	50	238	-1
24451	9001	4838	57	1	-1
24452	6550	4842	50	6	-1
24453	8746	4952	32	34925	-1
24454	9004	4839	57	1	-1
24455	9007	4840	57	1	-1
24456	9010	4841	57	1	-1
24457	5547	4853	12	30	-1
24458	9013	4842	57	1	-1
24459	9228	4846	12	8	-1
24460	9452	4930	12	452	-1
24461	9016	4843	57	1	-1
24462	9455	4955	32	925	-1
24463	8694	4852	17	21	3
24464	9021	4845	57	1	-1
24465	5401	4846	11	1	-1
24466	9024	4846	57	1	-1
24467	5106	4847	26	1	-1
24468	9027	4847	57	1	-1
24469	5149	4849	50	4	-1
24470	5400	4848	11	1	-1
24471	8688	4851	57	64	-1
24472	8718	4855	44	193	-1
24473	9030	4848	57	1	-1
24474	5398	4849	1	1	-1
24475	8266	4856	44	193	-1
24476	8877	4849	57	1	-1
24477	9033	4849	57	1	-1
24478	965	4888	16	5549	3
24479	1041	4866	24	762	1
24480	1062	4901	40	521	-1
24481	5399	4850	11	1	-1
24482	6563	4850	22	1	-1
24483	9036	4850	57	1	-1
24484	1076	4892	50	1787	-1
24485	5397	4851	1	1	-1
24486	8876	4851	57	1	-1
24487	9039	4851	57	1	-1
24488	5398	4852	11	1	-1
24489	9042	4852	57	1	-1
24490	5396	4853	1	1	-1
24491	8857	4890	57	104	-1
24492	9045	4853	57	1	-1
24493	5095	4857	26	6	-1
24494	5397	4854	11	1	-1
24495	8691	4855	32	5	-1
24496	5395	4855	1	1	-1
24497	5396	4856	11	1	-1
24498	6564	4857	22	2	-1
24499	5395	4858	11	1	-1
24500	9059	4858	57	1	-1
24501	1580	4859	57	1	-1
24502	9062	4859	57	1	-1
24503	1581	4860	50	1	-1
24504	5392	4860	1	1	-1
24505	9065	4860	57	1	-1
24506	392	4861	15	1	3
24507	860	4924	6	25560	-1
24508	4887	5043	26	3346	-1
24509	6565	4862	22	3	-1
24510	9068	4861	57	1	-1
24511	394	4862	15	2	3
24512	1579	4862	50	1	-1
24513	5391	4862	1	1	-1
24514	9071	4862	57	1	-1
24515	415	4868	15	59	3
24516	9074	4863	57	1	-1
24517	6253	4896	57	93	-1
24518	9077	4864	57	1	-1
24519	1578	4865	50	1	-1
24520	6814	4865	46	1	-1
24521	6566	4868	22	4	-1
24522	1577	4869	50	2	-1
24523	5537	4871	12	10	-1
24524	8323	4899	50	2296	-1
24525	1034	4879	20	1482	-1
24526	6815	4871	46	2	-1
24527	6567	4873	22	4	-1
24528	9097	4871	57	1	-1
24529	1576	4872	50	1	-1
24530	9100	4872	57	1	-1
24531	5373	4873	1	1	-1
24532	9103	4873	57	1	-1
24533	6819	4916	46	74	-1
24534	9106	4874	57	1	-1
24535	443	4875	15	3	3
24536	1315	4875	57	3	-1
24537	9109	4875	57	1	-1
24538	447	4876	15	3	3
24539	1575	4876	50	1	-1
24540	451	4877	15	3	3
24541	1312	4877	57	1	-1
24542	6568	4878	22	2	-1
24543	454	4878	15	2	3
24544	1302	4878	57	3	-1
24545	1376	4898	12	258	-1
24546	1309	4878	57	3	-1
24547	5370	4878	1	1	-1
24548	8365	4960	10	12688	-1
24549	458	4879	15	1	3
24550	5533	4879	12	1	-1
24551	461	4880	15	2	3
24552	1398	4905	52	244	-1
24553	464	4881	15	2	3
24554	1448	4919	12	656	-1
24555	5368	4881	1	1	-1
24556	5532	4881	12	1	-1
24557	467	4882	15	2	3
24558	6569	4882	22	1	-1
24559	471	4883	15	1	3
24560	5367	4883	1	1	-1
24561	5531	4883	12	1	-1
24562	474	4884	15	2	3
24563	9135	4884	57	1	-1
24564	9225	4888	52	9	-1
24565	477	4885	15	2	3
24566	1419	4890	26	213	-1
24567	5530	4885	12	1	-1
24568	9138	4885	57	1	-1
24569	481	4886	15	3	3
24570	1446	4913	0	756	-1
24571	5365	4886	1	1	-1
24572	8747	4895	0	125	-1
24573	9141	4886	57	1	-1
24574	484	4887	15	2	3
24575	5529	4887	12	1	-1
24576	497	4891	15	37	3
24577	5364	4888	1	1	-1
24578	5528	4889	12	1	-1
24579	5375	4890	1	1	-1
24580	5362	4891	1	1	-1
24581	5527	4891	12	1	-1
24582	5987	4894	50	13	-1
24583	8457	4899	44	193	-1
24584	5526	4893	12	1	-1
24585	5279	4970	32	6525	-1
24586	5360	4894	1	1	-1
24587	5496	4894	12	1	-1
24588	5525	4895	12	1	-1
24589	5359	4896	1	1	-1
24590	5491	4902	12	11	-1
24591	5524	4897	12	1	-1
24592	5370	4898	1	1	-1
24593	8391	4898	50	1	-1
24594	5357	4899	1	1	-1
24595	5523	4899	12	1	-1
24596	8394	4899	50	1	-1
24597	9224	4903	52	8	-1
24598	5355	4902	1	2	-1
24599	5522	4901	12	1	-1
24600	8768	4907	11	22	-1
24601	8801	4920	17	84	3
24602	8906	4951	11	5155	-1
24603	5367	4903	1	1	-1
24604	5521	4903	12	1	-1
24605	5354	4904	1	1	-1
24606	6563	4904	50	1	-1
24607	5520	4905	12	1	-1
24608	6833	4924	46	87	-1
24609	5352	4907	1	1	-1
24610	5519	4907	12	1	-1
24611	6564	4907	57	1	-1
24612	5364	4908	1	1	-1
24613	6564	4908	50	1	-1
24614	5518	4909	12	1	-1
24615	8793	4923	17	78	3
24616	8794	4914	57	18	-1
24617	5350	4910	1	1	-1
24618	5367	4910	11	1	-1
24619	5343	4912	23	2	-1
24620	5362	4911	1	1	-1
24621	5517	4911	12	1	-1
24622	6565	4911	57	1	-1
24623	8855	4911	57	1	-1
24624	5291	4989	46	848	-1
24625	5366	4912	11	1	-1
24626	5516	4913	12	1	-1
24627	8854	4913	57	1	-1
24628	5360	4914	1	1	-1
24629	5359	4924	11	36	-1
24630	6566	4915	57	2	-1
24631	9223	4917	52	7	-1
24632	760	4985	10	25353	-1
24633	5341	4915	23	1	-1
24634	5347	4915	1	1	-1
24635	6579	4915	22	1	-1
24636	8780	4916	16	2	3
24637	8853	4915	57	1	-1
24638	5359	4916	1	1	-1
24639	6358	4936	0	2345	-1
24640	8411	4976	12	238	-1
24641	6036	4917	57	9	-1
24642	6567	4918	57	2	-1
24643	8394	5008	0	849	-1
24644	8783	4918	16	2	3
24645	8852	4917	57	1	-1
24646	5339	4918	23	1	-1
24647	5345	4918	1	1	-1
24648	6118	4921	57	219	-1
24649	6580	4918	22	1	-1
24650	6835	4919	57	2	-1
24651	1479	4925	12	69	-1
24652	5357	4919	1	1	-1
24653	8786	4920	16	2	3
24654	8851	4919	57	1	-1
24655	5497	4918	12	48	-1
24656	6568	4921	57	2	-1
24657	8430	4980	50	3620	-1
24658	8804	4921	57	2	-1
24659	5337	4921	23	1	-1
24660	5343	4921	1	1	-1
24661	6059	4923	57	206	-1
24662	6581	4921	22	1	-1
24663	8789	4922	16	2	3
24664	5355	4922	1	1	-1
24665	8807	4923	57	2	-1
24666	6569	4924	57	2	-1
24667	6582	4924	22	2	-1
24668	8797	4927	16	13	3
24669	5335	4924	23	1	-1
24670	5341	4924	1	1	-1
24671	6241	5019	6	51404	-1
24672	6834	4925	57	3	-1
24673	9213	4990	52	143	-1
24674	9621	4931	44	193	-1
24675	5353	4925	1	1	-1
24676	6186	4925	57	6	-1
24677	1050	4927	40	3	-1
24678	1486	4926	50	1	-1
24679	6572	4933	57	20	-1
24680	503	4946	15	58	3
24681	991	5001	57	5048	-1
24682	1489	4927	50	2	-1
24683	5333	4927	23	1	-1
24684	5339	4927	1	1	-1
24685	5885	4934	44	193	-1
24686	6151	4927	57	17	-1
24687	1492	4928	50	2	-1
24688	5351	4928	1	1	-1
24689	6173	4928	57	15	-1
24690	8833	4936	57	30	-1
24691	1496	4929	50	3	-1
24692	6194	4929	57	12	-1
24693	6252	4929	57	1	-1
24694	1222	4979	12	980	-1
24695	1516	4930	12	3	-1
24696	5331	4930	23	1	-1
24697	5337	4930	1	1	-1
24698	6216	4930	57	10	-1
24699	6271	4930	57	13	-1
24700	6897	4937	44	193	-1
24701	5349	4931	1	1	-1
24702	5245	5079	10	738	-1
24703	6011	4934	50	7	-1
24704	6361	4934	57	168	-1
24705	1224	4978	52	615	-1
24706	1496	4932	27	1	-1
24707	1508	4932	27	1	-1
24708	7237	4932	50	6	-1
24709	7189	4991	6	11390	-1
24710	7249	4943	10	97	-1
24711	9222	4933	12	3	-1
24712	1488	4936	27	23	-1
24713	5329	4933	23	1	-1
24714	5335	4933	1	1	-1
24715	7217	4933	50	10	-1
24716	5347	4934	1	1	-1
24717	6843	4941	44	193	-1
24718	7198	4934	50	15	-1
24719	1140	5044	50	21837	-1
24720	7138	4937	50	117	-1
24721	1054	5019	57	651	-1
24722	5327	4936	23	1	-1
24723	5333	4936	1	1	-1
24724	7001	4830	12	1808	-1
24725	5345	4937	1	1	-1
24726	6437	4937	50	13	-1
24727	8815	4937	17	1	3
24728	8842	4937	57	1	-1
24729	1528	4939	27	119	-1
24730	5325	4939	23	1	-1
24731	5331	4939	1	1	-1
24732	8840	4940	57	5	-1
24733	9215	4984	12	94	-1
24734	5343	4940	1	1	-1
24735	5348	4941	11	1	-1
24736	6424	4949	6	21	-1
24737	6410	4989	40	330	-1
24738	6412	4996	57	857	-1
24739	6498	5013	6	22359	-1
24740	8602	4948	44	193	-1
24741	8871	4948	44	193	-1
24742	5329	4942	1	1	-1
24743	5347	4942	57	1	-1
24744	367	5002	57	8001	-1
24745	1471	4955	27	82	-1
24746	5322	4943	23	1	-1
24747	5341	4943	1	1	-1
24748	5452	4946	11	11	-1
24749	6049	4970	50	217	-1
24750	8827	4943	17	2	3
24751	8831	4944	57	15	-1
24752	6516	4944	50	2	-1
24753	6968	5003	6	29175	-1
24754	1636	4956	50	352	-1
24755	5327	4945	1	1	-1
24756	5345	4945	57	1	-1
24757	6533	4945	50	4	-1
24758	8840	4945	57	1	-1
24759	6550	4946	50	4	-1
24760	5319	4947	23	1	-1
24761	6567	4947	50	6	-1
24762	6576	4948	57	3	-1
24763	8470	4948	50	1	-1
24764	5324	4949	1	1	-1
24765	6592	4949	57	1	-1
24766	1593	4950	12	1	-1
24767	5317	4950	23	1	-1
24768	6835	4950	57	4	-1
24769	5148	5017	4	5578	-1
24770	6832	4951	46	3	-1
24771	8468	4951	50	1	-1
24772	9043	5096	32	60236	-1
24773	326	5001	15	195	3
24774	827	4952	57	1	-1
24775	6832	4952	50	4	-1
24776	8580	5013	16	24110	3
24777	832	4953	57	1	-1
24778	3241	5026	30	3951	-1
24779	5321	4953	1	1	-1
24780	5334	4953	1	1	-1
24781	6593	4954	57	2	-1
24782	6830	5006	10	1623	-1
24783	8466	4954	50	2	-1
24784	837	4954	57	1	-1
24785	2330	4961	44	193	-1
24786	5314	4954	23	1	-1
24787	842	4955	57	2	-1
24788	3589	4962	44	193	-1
24789	487	4980	20	2101	-1
24790	847	4956	57	3	-1
24791	1610	4956	27	1	-1
24792	8464	4957	50	2	-1
24793	852	4957	57	3	-1
24794	1613	4957	27	2	-1
24795	5318	4957	1	1	-1
24796	5331	4957	1	1	-1
24797	6594	4958	57	3	-1
24798	857	4958	57	4	-1
24799	1617	4958	27	2	-1
24800	862	4959	57	4	-1
24801	1621	4959	27	3	-1
24802	6420	4960	6	2	-1
24803	6583	4960	22	2	-1
24804	8462	4960	50	4	-1
24805	481	4964	24	297	1
24806	867	4960	57	4	-1
24807	1625	4960	27	3	-1
24808	5328	4961	1	2	-1
24809	886	4963	57	27	-1
24810	5315	4961	1	1	-1
24811	6419	4962	6	1	-1
24812	892	4966	17	25	3
24813	6584	4964	22	3	-1
24814	5325	4965	1	2	-1
24815	6418	4964	6	1	-1
24816	8459	4965	50	2	-1
24817	715	5049	16	22966	3
24818	5592	4983	4	1057	-1
24819	890	4968	57	2	-1
24820	1755	4976	50	43	-1
24821	6417	4967	6	1	-1
24822	8458	4967	50	1	-1
24823	452	4976	24	292	1
24824	5322	4969	1	2	-1
24825	6585	4970	22	4	-1
24826	8456	4970	50	2	-1
24827	8912	5009	16	5722	3
24828	5320	4972	1	3	-1
24829	6820	4975	16	9	3
24830	6415	4972	6	1	-1
24831	8455	4972	50	1	-1
24832	546	5002	16	2172	3
24833	555	4974	15	42	3
24834	6586	4975	22	3	-1
24835	5317	4976	1	3	-1
24836	8453	4975	50	1	-1
24837	5304	4976	1	1	-1
24838	1463	4978	27	2	-1
24839	8452	4977	50	1	-1
24840	6061	4979	4	2	-1
24841	3451	5318	10	253819	-1
24842	5314	4980	1	2	-1
24843	5301	4980	1	1	-1
24844	6822	5016	46	130	-1
24845	8450	4980	50	1	-1
24846	1462	4981	27	1	-1
24847	5106	4981	12	1	-1
24848	1018	5034	10	4332	-1
24849	1440	4989	44	193	-1
24850	3490	4982	50	2	-1
24851	5312	4983	1	3	-1
24852	6587	4982	22	1	-1
24853	5096	5032	12	177	-1
24854	6067	4984	4	2	-1
24855	8448	4983	50	1	-1
24856	5298	4984	1	1	-1
24857	1461	4985	27	1	-1
24858	5309	4987	1	3	-1
24859	596	5003	20	3279	-1
24860	6072	4988	4	2	-1
24861	8974	4994	16	44	3
24862	4	5015	12	120	-1
24863	5295	4988	1	1	-1
24864	1460	4989	27	1	-1
24865	2	5015	52	36	-1
24866	1286	5082	57	13016	-1
24867	5306	4991	1	3	-1
24868	5292	4992	1	1	-1
24869	6078	4993	4	2	-1
24870	1459	4993	27	1	-1
24871	3284	4993	4	1	-1
24872	3202	5060	4	1196	-1
24873	5303	4995	1	3	-1
24874	8279	5003	32	24	-1
24875	8329	5054	10	9890	-1
24876	1458	4996	27	1	-1
24877	5289	4996	1	1	-1
24878	5476	4999	12	123	-1
24879	6083	4997	57	2	-1
24880	5458	5110	26	14827	-1
24881	5300	4999	1	3	-1
24882	5287	4999	1	1	-1
24883	1457	5000	27	1	-1
24884	6088	5008	57	17	-1
24885	569	5003	24	38	1
24886	3609	5005	50	119	-1
24887	5680	5003	50	84	-1
24888	5638	5190	6	66818	-1
24889	5729	5001	57	1	-1
24890	5297	5003	1	2	-1
24891	8253	5009	44	193	-1
24892	5284	5003	1	1	-1
24893	8278	5003	10	1	-1
24894	8346	5028	12	249	-1
24895	8733	5003	11	1	-1
24896	9056	5026	0	594	-1
24897	1456	5004	27	1	-1
24898	5266	5011	44	193	-1
24899	8398	5004	52	1	-1
24900	0	5023	16	36	3
24901	5295	5006	1	3	-1
24902	8250	5061	10	561	-1
24903	8296	5007	52	14	-1
24904	606	5022	24	224	1
24905	5654	5006	50	5	-1
24906	1455	5008	27	2	-1
24907	5281	5007	1	1	-1
24908	5624	5008	50	66	-1
24909	8732	5008	11	2	-1
24910	586	5021	24	221	1
24911	5292	5010	1	3	-1
24912	5620	5010	57	5	-1
24913	8282	5014	32	39	-1
24914	1454	5012	27	2	-1
24915	5278	5011	1	1	-1
24916	6589	5019	22	16	-1
24917	8395	5011	52	1	-1
24918	8731	5012	11	3	-1
24919	8308	5012	52	1	-1
24920	5289	5014	1	3	-1
24921	8275	5014	32	2	-1
24922	8394	5013	52	1	-1
24923	8313	5014	52	1	-1
24924	1453	5015	27	1	-1
24925	3290	5018	50	35	-1
24926	5275	5015	1	1	-1
24927	8316	5015	52	1	-1
24928	3099	5300	26	24174	-1
24929	8274	5016	32	1	-1
24930	8318	5016	52	1	-1
24931	8393	5016	52	1	-1
24932	5286	5018	1	3	-1
24933	5463	5055	12	139	-1
24934	7112	4970	10	6582	-1
24935	8321	5017	52	1	-1
24936	8471	5169	32	49463	-1
24937	1452	5019	27	2	-1
24938	5272	5019	1	2	-1
24939	6090	5022	57	8	-1
24940	8392	5018	52	1	-1
24941	576	5026	24	69	0
24942	540	5022	21	1661	-1
24943	3613	5214	12	3509	-1
24944	8326	5019	52	1	-1
24945	3621	5204	27	3701	-1
24946	5118	5049	52	154	-1
24947	8329	5020	52	1	-1
24948	8391	5020	52	1	-1
24949	5092	5033	12	313	-1
24950	5283	5022	1	2	-1
24951	8331	5021	52	1	-1
24952	1451	5023	27	2	-1
24953	5269	5023	1	2	-1
24954	6370	5028	40	207	-1
24955	8334	5022	52	1	-1
24956	8390	5023	52	2	-1
24957	8337	5023	52	1	-1
24958	265	5052	1	422	-1
24959	633	5026	57	5	-1
24960	940	5062	17	745	3
24961	5059	5133	10	17337	-1
24962	8339	5024	52	1	-1
24963	891	5118	22	3030	-1
24964	1450	5026	27	6	-1
24965	5280	5026	1	2	-1
24966	8342	5025	52	1	-1
24967	8389	5025	52	1	-1
24968	9209	5028	12	6	-1
24969	5266	5027	1	2	-1
24970	5526	5033	12	26	-1
24971	6346	5057	20	1858	-1
24972	8344	5026	52	2	-1
24973	1368	5101	50	13540	-1
24974	7108	5027	50	1	-1
24975	8269	5027	32	1	-1
24976	8347	5027	52	1	-1
24977	8387	5029	52	6	-1
24978	160	5045	1	262	-1
24979	5278	5029	1	3	-1
24980	8349	5028	52	2	-1
24981	952	5033	24	48	1
24982	3445	5045	57	1161	-1
24983	8352	5029	52	1	-1
24984	88	5091	16	34627	3
24985	3705	5049	50	359	-1
24986	6598	5034	22	9	-1
24987	8355	5030	52	1	-1
24988	5263	5031	1	1	-1
24989	5780	5031	50	1	-1
24990	8357	5031	52	2	-1
24991	1448	5033	27	3	-1
24992	5262	5050	1	35	-1
24993	5782	5032	50	2	-1
24994	8354	5032	10	1	-1
24995	8360	5032	52	1	-1
24996	3684	5033	12	1	-1
24997	5785	5033	50	2	-1
24998	8356	5033	10	1	-1
24999	8362	5033	52	2	-1
25000	3904	5248	12	1392	-1
25001	8359	5034	10	1	-1
25002	8365	5034	52	4	-1
25003	8378	5039	52	13	-1
25004	9002	5041	44	193	-1
25005	618	5063	16	1243	3
25006	5260	5035	1	1	-1
25007	5792	5038	50	41	-1
25008	8361	5035	10	1	-1
25009	9208	5036	12	3	-1
25010	8363	5036	10	2	-1
25011	8370	5036	52	2	-1
25012	8400	5041	32	103	-1
25013	847	5037	57	1	-1
25014	5106	5038	10	2	-1
25015	8366	5037	10	1	-1
25016	8373	5037	52	4	-1
25017	866	5044	57	94	-1
25018	1447	5038	27	1	-1
25019	8368	5038	10	2	-1
25020	3797	5129	27	794	-1
25021	5257	5039	1	1	-1
25022	8373	5040	10	7	-1
25023	8394	5044	0	90	-1
25024	3419	5062	26	1332	-1
25025	5109	5040	10	1	-1
25026	8263	5040	32	1	-1
25027	8800	5047	44	193	-1
25028	5792	5042	57	35	-1
25029	6364	5046	24	274	1
25030	6894	5064	12	2541	-1
25031	171	5042	21	1	-1
25032	5112	5042	10	1	-1
25033	5695	5287	30	1556	-1
25034	5824	5197	6	45512	-1
25035	5804	5043	57	6	-1
25036	6077	5049	44	193	-1
25037	8262	5042	32	1	-1
25038	5254	5043	1	1	-1
25039	5163	5185	46	754	-1
25040	8387	5043	52	1	-1
25041	3287	5046	50	9	-1
25042	5785	5044	57	1	-1
25043	6933	5100	52	1502	-1
25044	586	5048	20	32	-1
25045	973	5084	20	2458	-1
25046	5531	5045	12	1	-1
25047	5925	5052	44	193	-1
25048	212	5051	1	107	-1
25049	7113	5046	50	1	-1
25050	7034	5106	12	2578	-1
25051	564	5066	16	1909	3
25052	1124	5096	10	12654	-1
25053	3420	5054	44	193	-1
25054	5251	5047	1	1	-1
25055	5784	5047	57	1	-1
