Polyref	CX	CY	Type	Area	Country Designation
12874	5009	1944	23	4	-1
12875	5776	1950	44	193	-1
12876	5784	1944	1	2	-1
12877	1655	1945	1	2	-1
12878	1669	1945	1	2	-1
12879	2161	1953	1	56	-1
12880	3246	1944	32	4	-1
12881	4978	1945	57	2	-1
12882	4978	1944	40	1	-1
12883	2059	1959	12	101	-1
12884	3178	1945	57	1	-1
12885	5787	1946	1	2	-1
12886	5876	1948	40	7	-1
12887	6682	1958	24	623	1
12888	1162	1979	50	94	-1
12889	1660	1948	1	7	-1
12890	1671	1946	1	1	-1
12891	3251	1946	32	4	-1
12892	4280	1947	24	24	1
12893	5802	1946	1	1	-1
12894	1674	1948	1	2	-1
12895	2065	1960	20	282	-1
12896	4116	1987	57	8291	-1
12897	4838	1960	0	376	-1
12898	5790	1948	1	4	-1
12899	5804	1947	1	1	-1
12900	2150	1949	20	6	-1
12901	3261	1950	32	17	-1
12902	3562	1950	17	14	3
12903	5015	1959	23	31	-1
12904	5784	1954	57	477	-1
12905	5806	1948	1	1	-1
12906	1676	1949	1	1	-1
12907	3177	1950	57	2	-1
12908	4412	1967	0	147	-1
12909	4820	1958	12	18	-1
12910	5556	1951	57	4	-1
12911	5808	1949	1	1	-1
12912	1679	1951	1	4	-1
12913	4411	1950	57	1	-1
12914	5794	1950	1	1	-1
12915	5821	1954	1	25	-1
12916	1666	1952	1	4	-1
12917	2509	1958	44	193	-1
12918	3555	1952	57	8	-1
12919	5807	1957	1	25	-1
12920	3169	1977	57	66	-1
12921	3872	2058	0	838	-1
12922	4412	1954	57	5	-1
12923	685	1957	12	377	-1
12924	1683	1953	1	1	-1
12925	363	1966	11	52	-1
12926	1671	1955	1	4	-1
12927	1686	1955	1	2	-1
12928	2290	1964	21	249	-1
12929	2978	1981	21	382	-1
12930	3549	1954	57	1	-1
12931	664	1972	16	1868	3
12932	1991	2014	16	5651	3
12933	3005	1956	21	2	-1
12934	3845	1992	57	100	-1
12935	5046	1984	20	1636	-1
12936	5875	1957	40	4	-1
12937	1688	1956	1	1	-1
12938	2144	1956	20	4	-1
12939	2298	1964	24	207	1
12940	2993	1972	1	64	-1
12941	4998	1956	1	1	-1
12942	5555	1958	57	5	-1
12943	1676	1958	1	6	-1
12944	1690	1957	1	1	-1
12945	2158	1960	1	95	-1
12946	2431	1964	44	193	-1
12947	3268	1957	11	1	-1
12948	1693	1959	1	2	-1
12949	1969	1960	17	22	3
12950	4296	1972	24	329	1
12951	5837	1958	1	6	-1
12952	2181	1959	1	6	-1
12953	4047	1960	57	3	-1
12954	5844	1959	1	6	-1
12955	5876	1960	22	8	-1
12956	6745	1974	20	508	-1
12957	774	1979	16	4479	3
12958	1695	1960	1	1	-1
12959	2161	1998	20	8777	-1
12960	5755	1960	57	1	-1
12961	5852	1960	1	5	-1
12962	1683	1962	1	6	-1
12963	1697	1961	1	1	-1
12964	2188	1961	1	6	-1
12965	2337	1964	57	6	-1
12966	3847	1964	57	6	-1
12967	4413	1962	57	2	-1
12968	6645	1979	57	104	-1
12969	6712	1969	20	989	-1
12970	1700	1963	1	4	-1
12971	2022	2052	21	896	-1
12972	5822	1962	1	2	-1
12973	5881	1962	22	3	-1
12974	6988	1969	44	193	-1
12975	2194	1963	1	2	-1
12976	3522	1966	17	37	3
12977	5048	1972	24	109	1
12978	5752	2045	57	246	-1
12979	5827	1963	1	4	-1
12980	4227	1981	57	580	-1
12981	5554	1966	57	4	-1
12982	5834	1964	1	5	-1
12983	6722	1965	40	39	-1
12984	1690	1966	1	6	-1
12985	1704	1965	1	1	-1
12986	2205	1966	1	9	-1
12987	5841	1965	1	6	-1
12988	5904	1965	1	9	-1
12989	1037	1973	44	193	-1
12990	1706	1966	1	1	-1
12991	2184	1988	21	293	-1
12992	3266	1966	11	1	-1
12993	3527	2008	11	539	-1
12994	5849	1966	1	7	-1
12995	5915	1966	1	9	-1
12996	6658	1966	40	1	-1
12997	1709	1968	1	4	-1
12998	5003	1967	1	1	-1
12999	5245	2010	20	2541	-1
13000	5243	1973	0	240	-1
13001	5858	1967	1	14	-1
13002	5926	1967	1	8	-1
13003	6645	1983	0	223	-1
13004	2567	2070	1	995	-1
13005	2215	1969	1	9	-1
13006	2981	1974	32	177	-1
13007	5861	2069	21	869	-1
13008	5936	1968	1	8	-1
13009	1699	1971	1	8	-1
13010	2888	1970	32	5442	-1
13011	3531	2000	32	321	-1
13012	5004	1969	1	1	-1
13013	5877	1969	1	23	-1
13014	5946	1969	1	7	-1
13015	1713	1970	1	1	-1
13016	2019	2016	12	263	-1
13017	3474	2064	32	33559	-1
13018	4039	1999	57	335	-1
13019	5754	1971	57	3	-1
13020	5955	1970	1	8	-1
13021	1715	1971	1	1	-1
13022	1970	1976	17	12	3
13023	2097	1973	12	49	-1
13024	2225	1972	1	9	-1
13025	4823	1973	12	15	-1
13026	5005	1971	1	1	-1
13027	5244	1971	57	6	-1
13028	5921	1973	1	69	-1
13029	5965	1971	1	18	-1
13030	1717	1972	1	1	-1
13031	2056	1993	20	1224	-1
13032	2430	1973	32	2	-1
13033	4830	1972	12	1	-1
13034	5272	2014	57	174	-1
13035	5553	1973	57	3	-1
13036	5865	1972	57	3	-1
13037	5868	2038	57	424	-1
13038	1719	1973	1	1	-1
13039	2093	1974	52	29	-1
13040	2339	1974	57	2	-1
13041	2989	2066	0	375	-1
13042	3848	1977	57	9	-1
13043	5006	1973	1	1	-1
13044	5232	1990	24	201	1
13045	5231	1973	20	1	-1
13046	5859	2034	0	417	-1
13047	5985	1973	1	9	-1
13048	1705	1974	1	1	-1
13049	1722	1975	1	4	-1
13050	2096	1976	12	46	-1
13051	2242	1977	1	26	-1
13052	3275	1975	45	9	-1
13053	5027	1985	24	168	1
13054	5995	1974	1	9	-1
13055	6456	2005	21	4607	-1
13056	409	2006	32	252	-1
13057	926	1980	32	133	-1
13058	1710	1977	1	10	-1
13059	3264	1975	11	1	-1
13060	5007	1975	1	1	-1
13061	6006	1975	1	9	-1
13062	2088	1994	20	463	-1
13063	2429	1977	32	2	-1
13064	3010	1998	57	701	-1
13065	6039	1978	1	55	-1
13066	1726	1977	1	1	-1
13067	2323	1977	57	1	-1
13068	2344	1977	57	1	-1
13069	2988	1986	57	14	-1
13070	4820	1978	57	2	-1
13071	5008	1977	1	1	-1
13072	5960	1977	1	8	-1
13073	6037	1977	22	5	-1
13074	1728	1978	1	1	-1
13075	1738	1981	16	35	3
13076	4276	1981	24	35	1
13077	5194	1978	57	1	-1
13078	5866	1979	57	3	-1
13079	5971	1978	1	9	-1
13080	1730	1979	1	1	-1
13081	1968	1983	57	10	-1
13082	2354	1979	57	2	-1
13083	3263	1980	11	2	-1
13084	5009	1979	1	1	-1
13085	5208	1999	32	110	-1
13086	5552	1981	57	4	-1
13087	5981	1979	1	9	-1
13088	6662	1988	20	247	-1
13089	1732	1980	1	1	-1
13090	2359	1980	57	3	-1
13091	2428	1980	32	1	-1
13092	5196	1981	57	2	-1
13093	5992	1980	1	9	-1
13094	6679	1999	24	2386	1
13095	1718	1981	1	1	-1
13096	1738	1983	1	12	-1
13097	2363	1981	57	4	-1
13098	2902	2055	0	459	-1
13099	4791	2008	57	124	-1
13100	5010	1981	1	1	-1
13101	5753	1983	57	5	-1
13102	6002	1981	1	9	-1
13103	6071	1981	1	10	-1
13104	515	1998	12	1197	-1
13105	1725	1985	1	13	-1
13106	2259	1982	1	6	-1
13107	6013	1982	1	9	-1
13108	6082	1982	1	9	-1
13109	2036	1983	20	1	-1
13110	2200	2056	12	370	-1
13111	5197	1983	57	1	-1
13112	6023	1983	1	10	-1
13113	6103	1984	1	31	-1
13114	6708	1983	20	8	-1
13115	2176	2041	52	228	-1
13116	2273	1986	1	16	-1
13117	2427	1984	32	1	-1
13118	3262	1984	11	1	-1
13119	3850	1994	57	19	-1
13120	4415	2012	21	1652	-1
13121	6034	1984	1	10	-1
13122	6719	1984	20	7	-1
13123	643	2142	12	2453	-1
13124	1263	1993	11	52	-1
13125	2169	2037	12	262	-1
13126	5198	1985	57	1	-1
13127	5215	2005	0	211	-1
13128	6056	1986	1	42	-1
13129	6727	1989	20	25	-1
13130	2147	2033	20	1491	-1
13131	3047	2090	10	19131	-1
13132	6124	1986	1	10	-1
13133	772	2196	16	75032	3
13134	1004	2150	12	4393	-1
13135	1747	1987	1	1	-1
13136	2303	1992	0	88	-1
13137	2903	2010	10	47	-1
13138	5551	1988	57	3	-1
13139	6136	1987	1	11	-1
13140	9998	1987	11	1	-1
13141	900	1988	32	1	-1
13142	1749	1988	1	1	-1
13143	1966	1988	57	1	-1
13144	2033	1988	20	1	-1
13145	2426	1988	32	1	-1
13146	3261	1988	11	1	-1
13147	5200	1988	57	1	-1
13148	5865	1991	57	7	-1
13149	6150	1988	1	12	-1
13150	846	1989	32	1	-1
13151	1346	2074	32	20070	-1
13152	1734	1989	1	1	-1
13153	1751	1989	1	1	-1
13154	3261	1989	32	1	-1
13155	3507	1996	44	193	-1
13156	6088	1989	1	9	-1
13157	893	1990	32	1	-1
13158	1736	1990	1	1	-1
13159	1753	1990	1	1	-1
13160	2031	1991	20	2	-1
13161	2105	1995	1	10	-1
13162	2326	2000	1	105	-1
13163	3056	1990	57	1	-1
13164	4409	2006	0	1008	-1
13165	5201	1990	57	1	-1
13166	6092	2038	4	4042	-1
13167	6099	1990	1	8	-1
13168	959	2172	16	74556	3
13169	1738	1991	1	1	-1
13170	1755	1991	1	1	-1
13171	2288	2021	6	2858	-1
13172	6110	1991	1	8	-1
13173	6751	1991	40	46	-1
13174	845	1992	32	1	-1
13175	1746	1995	1	14	-1
13176	1757	1992	1	4	-1
13177	2941	2074	10	8275	-1
13178	4275	2017	6	144240	-1
13179	6120	1992	1	10	-1
13180	95	2061	11	7319	-1
13181	2256	2011	57	31	-1
13182	3260	1994	32	2	-1
13183	5203	1993	57	1	-1
13184	5752	1995	57	5	-1
13185	6125	1993	50	2	-1
13186	6147	1994	1	43	-1
13187	844	1995	32	2	-1
13188	1762	1994	1	1	-1
13189	5028	1994	20	1	-1
13190	5550	1995	57	3	-1
13191	6072	2184	10	6939	-1
13192	6317	1995	22	7	-1
13193	1764	1995	1	1	-1
13194	2337	2001	22	108	-1
13195	5204	1995	57	1	-1
13196	6199	2096	6	35250	-1
13197	55	2017	11	378	-1
13198	1766	1996	1	4	-1
13199	1774	1996	57	1	-1
13200	2007	2038	16	2433	3
13201	2747	1996	32	2	-1
13202	6182	1996	1	21	-1
13203	6320	1996	57	6	-1
13204	6633	2002	20	60	-1
13205	843	1998	32	2	-1
13206	1776	1997	57	1	-1
13207	2328	1997	57	2	-1
13208	3259	1998	32	3	-1
13209	3469	1999	16	5	3
13210	4410	1997	57	1	-1
13211	6204	1997	1	20	-1
13212	6642	2007	20	50	-1
13213	6796	2054	57	1166	-1
13214	1771	1998	1	1	-1
13215	1779	1998	57	1	-1
13216	2332	1998	57	2	-1
13217	2906	2015	57	205	-1
13218	5206	1998	57	1	-1
13219	6226	1998	1	18	-1
13220	6700	2007	20	657	-1
13221	6740	2027	20	1573	-1
13222	6761	2013	40	367	-1
13223	1002	2026	32	334	-1
13224	1757	2000	1	8	-1
13225	1773	1999	1	1	-1
13226	1781	1999	57	1	-1
13227	2336	1999	57	3	-1
13228	2993	2000	21	3	-1
13229	4050	2004	53	66	-1
13230	5864	2002	57	7	-1
13231	6250	1999	1	20	-1
13232	6362	1999	57	1	-1
13233	6725	2000	20	2	-1
13234	1775	2000	1	4	-1
13235	1783	2000	57	2	-1
13236	2339	2000	32	1	-1
13237	2340	2000	57	2	-1
13238	4041	2007	53	57	-1
13239	4416	2044	57	88	-1
13240	5207	2000	57	1	-1
13241	6279	2000	1	29	-1
13242	6389	2000	57	9	-1
13243	6528	2004	57	394	-1
13244	322	2003	11	111	-1
13245	1786	2001	57	4	-1
13246	2342	2001	32	2	-1
13247	2345	2001	57	3	-1
13248	4212	2002	17	273	3
13249	5020	2001	1	1	-1
13250	6293	2116	1	302	-1
13251	8961	2004	30	8	-1
13252	1780	2002	1	1	-1
13253	2347	2002	32	3	-1
13254	2349	2002	57	2	-1
13255	2910	2013	32	66	-1
13256	2669	2089	1	1067	-1
13257	3161	2003	57	2	-1
13258	3258	2003	32	3	-1
13259	5065	2026	20	1155	-1
13260	5549	2003	57	3	-1
13261	6118	2003	6	3	-1
13262	6300	2002	22	1	-1
13263	6299	2122	1	282	-1
13264	1766	2004	1	8	-1
13265	1782	2003	1	4	-1
13266	1791	2003	57	4	-1
13267	2359	2005	32	39	-1
13268	2353	2003	57	2	-1
13269	2370	2004	32	3	-1
13270	3464	2005	16	5	3
13271	5021	2003	1	1	-1
13272	5209	2003	57	1	-1
13273	6305	2013	22	24	-1
13274	6326	2004	57	31	-1
13275	2357	2004	57	2	-1
13276	3852	2005	57	2	-1
13277	4418	2007	57	6	-1
13278	8962	2004	26	1	-1
13279	1787	2005	1	1	-1
13280	1816	2013	57	47	-1
13281	2362	2005	57	2	-1
13282	3086	2005	57	1	-1
13283	3160	2006	57	2	-1
13284	5210	2005	57	1	-1
13285	5751	2007	57	5	-1
13286	6378	2005	57	6	-1
13287	1138	2132	12	475	-1
13288	1789	2006	1	4	-1
13289	2096	2052	16	4467	3
13290	4173	2009	17	98	3
13291	4188	2010	16	144	3
13292	6400	2006	57	18	-1
13293	8964	2008	26	8	-1
13294	1775	2008	1	6	-1
13295	2320	2007	22	3	-1
13296	3257	2008	32	3	-1
13297	3535	2007	57	1	-1
13298	5297	2007	57	1	-1
13299	6437	2007	57	33	-1
13300	1194	2016	52	49	-1
13301	1794	2008	1	1	-1
13302	2487	2106	16	41387	3
13303	2324	2008	22	3	-1
13304	3159	2009	57	3	-1
13305	6467	2008	57	26	-1
13306	1796	2009	1	2	-1
13307	2331	2010	22	10	-1
13308	2375	2009	32	2	-1
13309	2522	2016	44	193	-1
13310	5548	2011	57	4	-1
13311	5863	2013	57	8	-1
13312	6495	2009	57	18	-1
13313	1782	2011	1	6	-1
13314	1799	2010	1	1	-1
13315	2129	2017	24	90	1
13316	2255	2021	17	55	3
13317	2428	2024	0	351	-1
13318	2379	2010	32	1	-1
13319	2398	2014	32	65	-1
13320	5085	2010	57	1	-1
13321	6519	2010	57	18	-1
13322	8965	2013	30	8	-1
13323	1801	2011	1	2	-1
13324	6544	2011	57	21	-1
13325	1804	2012	1	1	-1
13326	2339	2012	22	3	-1
13327	3158	2013	57	2	-1
13328	4419	2015	57	7	-1
13329	4636	2013	57	3	-1
13330	5086	2012	20	1	-1
13331	6566	2012	57	18	-1
13332	1792	2015	1	14	-1
13333	1806	2013	1	2	-1
13334	2343	2013	22	3	-1
13335	3854	2013	57	1	-1
13336	5631	2147	6	50424	-1
13337	6586	2013	57	11	-1
13338	1809	2014	1	2	-1
13339	2347	2014	22	3	-1
13340	3256	2014	32	1	-1
13341	6606	2014	57	5	-1
13342	1171	2022	44	193	-1
13343	1812	2015	1	2	-1
13344	2036	2036	57	69	-1
13345	2351	2015	22	6	-1
13346	3157	2016	57	2	-1
13347	4156	2015	57	3	-1
13348	6623	2023	57	24	-1
13349	8967	2015	26	1	-1
13350	1815	2016	1	4	-1
13351	3855	2016	57	1	-1
13352	4148	2016	57	2	-1
13353	5116	2089	20	5233	-1
13354	5295	2022	57	11	-1
13355	6630	2064	0	306	-1
13356	6630	2028	20	211	-1
13357	2194	2022	24	253	1
13358	2358	2017	22	3	-1
13359	4141	2017	57	1	-1
13360	5547	2019	57	4	-1
13361	5750	2019	57	5	-1
13362	8968	2018	26	2	-1
13363	1820	2018	1	2	-1
13364	2362	2018	22	3	-1
13365	2994	2041	32	102	-1
13366	3091	2018	57	1	-1
13367	3156	2019	57	2	-1
13368	1805	2020	1	10	-1
13369	1823	2019	1	2	-1
13370	2071	2030	1	23	-1
13371	2366	2019	22	3	-1
13372	3856	2019	57	1	-1
13373	5255	2080	57	426	-1
13374	8968	2019	30	1	-1
13375	1826	2020	1	4	-1
13376	2370	2020	22	3	-1
13377	2457	2027	32	253	-1
13378	3448	2021	16	2	3
13379	5862	2024	57	9	-1
13380	6697	2025	20	311	-1
13381	8969	2020	26	1	-1
13382	2374	2021	22	3	-1
13383	3857	2021	57	1	-1
13384	4420	2024	57	7	-1
13385	8970	2024	30	6	-1
13386	1831	2022	1	2	-1
13387	1840	2022	57	2	-1
13388	2426	2022	11	2	-1
13389	3155	2022	57	1	-1
13390	3447	2022	11	1	-1
13391	5239	2029	44	193	-1
13392	6304	2025	22	7	-1
13393	8970	2022	26	1	-1
13394	1813	2023	1	2	-1
13395	1834	2023	1	4	-1
13396	1843	2023	57	1	-1
13397	2430	2023	11	1	-1
13398	3858	2023	57	1	-1
13399	5377	2024	57	4	-1
13400	1819	2025	1	7	-1
13401	1845	2024	57	2	-1
13402	2580	2026	32	100	-1
13403	1839	2025	1	2	-1
13404	1848	2025	57	1	-1
13405	3154	2025	57	1	-1
13406	3854	2025	57	1	-1
13407	3859	2025	57	1	-1
13408	5058	2035	24	186	1
13409	5253	2030	57	130	-1
13410	5546	2026	57	3	-1
13411	1842	2026	1	2	-1
13412	1851	2026	57	1	-1
13413	2565	2048	16	3123	3
13414	1827	2028	1	7	-1
13415	1845	2027	1	4	-1
13416	3855	2027	57	1	-1
13417	3860	2027	57	1	-1
13418	5046	2027	1	1	-1
13419	5409	2137	6	44125	-1
13420	8972	2027	26	1	-1
13421	1856	2028	57	1	-1
13422	3153	2028	57	1	-1
13423	5749	2031	57	7	-1
13424	6726	2037	24	123	1
13425	8972	2028	30	1	-1
13426	1850	2029	1	2	-1
13427	3859	2036	57	15	-1
13428	3861	2029	57	1	-1
13429	4421	2032	57	7	-1
13430	8973	2029	26	1	-1
13431	1057	1934	12	717	-1
13432	1835	2031	1	10	-1
13433	1853	2030	1	2	-1
13434	2537	2030	32	11	-1
13435	5858	2067	57	75	-1
13436	8974	2033	30	8	-1
13437	1856	2031	1	2	-1
13438	2450	2031	22	1	-1
13439	2527	2031	32	7	-1
13440	3152	2031	57	1	-1
13441	3264	2074	57	2840	-1
13442	3276	2031	32	1	-1
13443	3862	2031	57	1	-1
13444	6303	2034	22	6	-1
13445	52	2039	12	264	-1
13446	1859	2032	1	4	-1
13447	2454	2032	22	1	-1
13448	2516	2032	32	4	-1
13449	2975	2042	26	206	-1
13450	5545	2034	57	4	-1
13451	1564	2136	32	16199	-1
13452	2458	2033	22	2	-1
13453	2507	2033	11	2	-1
13454	2971	2033	32	1	-1
13455	3279	2033	32	1	-1
13456	3863	2033	57	1	-1
13457	4782	2033	57	1	-1
13458	40	2039	32	85	-1
13459	1843	2034	1	2	-1
13460	1864	2034	1	2	-1
13461	2462	2034	22	7	-1
13462	2492	2034	17	12	3
13463	2498	2034	17	1	3
13464	2499	2034	11	2	-1
13465	1392	2039	11	66	-1
13466	1849	2036	1	10	-1
13467	1867	2035	1	2	-1
13468	3282	2035	32	1	-1
13469	3868	2042	57	17	-1
13470	6715	2036	20	3	-1
13471	28	2041	11	579	-1
13472	1870	2036	1	2	-1
13473	2268	2036	17	1	3
13474	2470	2036	22	3	-1
13475	2611	2039	17	6	3
13476	6695	2044	20	2761	-1
13477	1873	2037	1	4	-1
13478	2271	2037	17	1	3
13479	2473	2037	22	2	-1
13480	3285	2037	32	1	-1
13481	4422	2041	57	8	-1
13482	476	2047	32	537	-1
13483	2274	2038	17	1	3
13484	2477	2038	22	1	-1
13485	2483	2038	32	3	-1
13486	5085	2041	20	23	-1
13487	6767	2056	16	3594	3
13488	8984	2051	26	67	-1
13489	1857	2039	1	2	-1
13490	1878	2039	1	2	-1
13491	2277	2039	17	1	3
13492	2487	2039	32	3	-1
13493	3099	2039	57	1	-1
13494	3327	2057	11	128	-1
13495	5041	2039	1	1	-1
13496	5077	2068	24	326	1
13497	8978	2042	30	8	-1
13498	1863	2041	1	10	-1
13499	1881	2040	1	2	-1
13500	1948	2041	17	2	3
13501	2490	2040	32	2	-1
13502	5544	2041	57	3	-1
13503	5748	2043	57	6	-1
13504	6302	2042	22	5	-1
13505	1884	2041	1	4	-1
13506	2494	2041	32	1	-1
13507	2498	2042	32	1	-1
13508	1889	2043	1	2	-1
13509	1945	2053	17	33	3
13510	1874	2045	1	10	-1
13511	1892	2044	1	2	-1
13512	3296	2044	32	1	-1
13513	4780	2044	57	1	-1
13514	1895	2045	1	4	-1
13515	3544	2046	32	2	-1
13516	3864	2045	57	1	-1
13517	5010	2076	57	119	-1
13518	2155	2117	57	12939	-1
13519	3299	2046	32	1	-1
13520	3567	2122	4	3852	-1
13521	4430	2111	57	178	-1
13522	4794	2046	57	1	-1
13523	4959	2100	6	7128	-1
13524	5045	2046	1	1	-1
13525	5472	2246	0	3803	-1
13526	1900	2047	1	2	-1
13527	3302	2048	32	2	-1
13528	3865	2047	57	1	-1
13529	5543	2049	57	4	-1
13530	48	2055	12	256	-1
13531	1882	2048	1	2	-1
13532	1903	2048	1	2	-1
13533	1919	2048	57	4	-1
13534	3395	2048	32	1	-1
13535	8982	2051	30	8	-1
13536	1376	2050	11	2	-1
13537	1888	2050	1	7	-1
13538	1906	2049	1	2	-1
13539	3393	2049	32	1	-1
13540	3866	2049	57	1	-1
13541	6301	2051	22	4	-1
13542	27	2057	11	670	-1
13543	1909	2050	1	1	-1
13544	1924	2050	57	2	-1
13545	3095	2064	57	423	-1
13546	3239	2057	44	193	-1
13547	3391	2050	32	1	-1
13548	1086	2090	32	560	-1
13549	1911	2051	1	2	-1
13550	1927	2051	57	1	-1
13551	3867	2051	57	1	-1
13552	3872	2051	57	1	-1
13553	5048	2051	1	1	-1
13554	5060	2051	1	1	-1
13555	5747	2054	57	6	-1
13556	6684	2062	24	233	1
13557	1893	2052	1	2	-1
13558	1914	2052	1	2	-1
13559	1929	2052	57	2	-1
13560	2000	2066	17	52	3
13561	2320	2052	17	1	3
13562	3368	2068	32	165	-1
13563	5459	2052	57	1	-1
13564	1899	2054	1	10	-1
13565	1917	2053	1	2	-1
13566	1932	2053	57	1	-1
13567	2610	2061	17	36	3
13568	3869	2141	57	338	-1
13569	1920	2054	1	4	-1
13570	1935	2054	57	1	-1
13571	5474	2054	57	1	-1
13572	1937	2055	57	1	-1
13573	2992	2059	57	10	-1
13574	5482	2055	57	1	-1
13575	5542	2056	57	3	-1
13576	1925	2056	1	2	-1
13577	1940	2056	17	1	3
13578	2212	2149	0	647	-1
13579	3874	2057	57	2	-1
13580	5063	2056	1	1	-1
13581	5490	2056	57	1	-1
13582	6102	2062	6	33	-1
13583	1910	2058	1	10	-1
13584	1928	2057	1	2	-1
13585	5498	2057	57	1	-1
13586	8986	2060	30	8	-1
13587	1931	2058	1	4	-1
13588	1944	2059	57	7	-1
13589	5052	2058	1	1	-1
13590	6300	2059	22	3	-1
13591	2634	2078	32	188	-1
13592	2997	2060	45	9	-1
13593	3875	2060	57	3	-1
13594	1936	2060	1	2	-1
13595	2972	2112	40	320	-1
13596	2991	2061	40	3	-1
13597	1921	2062	1	10	-1
13598	1939	2061	1	2	-1
13599	2170	2079	0	117	-1
13600	5066	2061	1	1	-1
13601	1224	2143	6	6789	-1
13602	1942	2062	1	2	-1
13603	2005	2072	17	110	3
13604	4783	2071	57	36	-1
13605	5535	2076	57	35	-1
13606	511	2069	11	31	-1
13607	1945	2063	1	1	-1
13608	2988	2117	17	1209	3
13609	3876	2079	57	38	-1
13610	5055	2063	1	1	-1
13611	5541	2064	57	3	-1
13612	5746	2065	57	5	-1
13613	6627	2063	57	1	-1
13614	6717	2063	20	1	-1
13615	1947	2064	1	2	-1
13616	1929	2065	1	2	-1
13617	1950	2065	1	2	-1
13618	5056	2065	1	1	-1
13619	6639	2075	57	76	-1
13620	1935	2067	1	10	-1
13621	1953	2066	1	2	-1
13622	5069	2066	1	1	-1
13623	6710	2077	20	35	-1
13624	8995	2080	30	28	-1
13625	377	2070	11	151	-1
13626	1956	2067	1	2	-1
13627	1959	2068	1	1	-1
13628	5058	2068	1	1	-1
13629	5070	2068	1	1	-1
13630	6299	2068	22	1	-1
13631	1961	2069	1	2	-1
13632	3564	2076	44	193	-1
13633	5123	2082	24	843	1
13634	5254	2069	57	1	-1
13635	5540	2071	57	5	-1
13636	1949	2072	1	13	-1
13637	1964	2070	1	1	-1
13638	2544	2055	22	206	-1
13639	2967	2126	57	294	-1
13640	5059	2070	1	1	-1
13641	319	2137	16	141238	3
13642	1966	2071	1	2	-1
13643	1984	2122	0	612	-1
13644	2153	2088	12	126	-1
13645	2305	2099	40	935	-1
13646	3312	2082	17	57	3
13647	3617	2203	50	6211	-1
13648	5072	2071	1	1	-1
13649	6759	2078	40	392	-1
13650	1969	2072	1	1	-1
13651	5256	2072	57	1	-1
13652	6990	2079	44	193	-1
13653	1971	2073	1	1	-1
13654	2155	2082	26	274	-1
13655	5073	2073	1	1	-1
13656	6649	2073	20	2	-1
13657	6714	2076	57	10	-1
13658	1524	2147	6	7802	-1
13659	1636	2247	52	990	-1
13660	1973	2074	1	4	-1
13661	1970	2147	11	877	-1
13662	5086	2080	0	115	-1
13663	5257	2074	57	1	-1
13664	5745	2076	57	5	-1
13665	6577	2259	6	201018	-1
13666	1818	2180	12	540	-1
13667	1956	2075	16	1	3
13668	1957	2075	1	4	-1
13669	3034	2082	44	193	-1
13670	5062	2075	1	1	-1
13671	5152	2109	0	664	-1
13672	6656	2075	20	1	-1
13673	1881	2163	11	11282	-1
13674	1978	2076	1	1	-1
13675	5075	2076	1	1	-1
13676	5539	2078	57	5	-1
13677	6298	2076	22	1	-1
13678	6660	2076	20	1	-1
13679	1961	2077	16	1	3
13680	1964	2078	1	8	-1
13681	1980	2077	1	4	-1
13682	5063	2077	1	1	-1
13683	6673	2080	20	33	-1
13684	1963	2078	16	1	3
13685	5076	2078	1	1	-1
13686	1985	2079	1	1	-1
13687	3295	2082	32	9	-1
13688	5065	2080	1	1	-1
13689	6666	2080	57	6	-1
13690	1970	2081	16	1	3
13691	1973	2082	1	6	-1
13692	3307	2084	57	16	-1
13693	5078	2081	1	1	-1
13694	6673	2081	57	2	-1
13695	1972	2082	16	1	3
13696	2645	2082	22	1	-1
13697	3415	2089	44	193	-1
13698	5066	2082	1	1	-1
13699	1974	2083	16	1	3
13700	1999	2085	1	21	-1
13701	2649	2083	22	2	-1
13702	5079	2083	1	1	-1
13703	5538	2085	57	5	-1
13704	1976	2084	16	1	3
13705	1986	2088	1	27	-1
13706	4421	2088	57	8	-1
13707	4884	2170	1	587	-1
13708	2239	2156	0	405	-1
13709	3605	2085	57	1	-1
13710	2274	2104	52	86	-1
13711	5081	2086	1	1	-1
13712	5744	2088	57	4	-1
13713	6779	2086	57	1	-1
13714	1478	2236	6	52446	-1
13715	1424	2088	32	1	-1
13716	2006	2096	1	16	-1
13717	2273	2105	12	106	-1
13718	2678	2088	32	2	-1
13719	5065	2088	57	1	-1
13720	5082	2088	1	1	-1
13721	2682	2089	57	1	-1
13722	2683	2089	32	1	-1
13723	5011	2112	12	212	-1
13724	5065	2089	22	4	-1
13725	5537	2092	57	6	-1
13726	1243	2183	6	9016	-1
13727	2242	2169	57	497	-1
13728	2687	2090	57	1	-1
13729	3707	2252	22	22745	-1
13730	6780	2091	57	2	-1
13731	2691	2091	57	2	-1
13732	4850	2146	6	7084	-1
13733	5012	2113	52	136	-1
13734	5084	2091	1	1	-1
13735	2696	2092	57	4	-1
13736	2067	2093	11	1	-1
13737	2701	2093	57	4	-1
13738	2704	2093	32	1	-1
13739	4422	2096	57	7	-1
13740	5085	2093	1	1	-1
13741	5107	2100	21	188	-1
13742	2047	2101	44	193	-1
13743	2069	2094	11	1	-1
13744	2707	2094	57	3	-1
13745	2709	2094	32	2	-1
13746	3101	2094	57	1	-1
13747	5532	2097	57	6	-1
13748	5806	2096	57	5	-1
